USC00110072.txt	1970	154.50	42.16	260378.00
USC00110187.txt	1970	200.85	79.99	353134.00
USC00110338.txt	1970	155.44	43.28	278814.00
USC00111280.txt	1970	177.14	67.25	240011.00
USC00111436.txt	1970	181.33	71.09	309527.00
USC00112140.txt	1970	172.75	60.90	316153.00
USC00112193.txt	1970	177.25	64.02	281887.00
USC00112348.txt	1970	148.46	38.00	245493.00
USC00112483.txt	1970	193.86	79.23	349010.00
USC00113335.txt	1970	157.87	44.35	271430.00
USC00113879.txt	1970	198.85	79.73	263633.00
USC00114108.txt	1970	188.81	75.47	301627.00
USC00114198.txt	1970	166.75	58.84	295913.00
USC00114442.txt	1970	176.67	49.76	295840.00
USC00114823.txt	1970	167.55	43.54	293930.00
USC00115079.txt	1970	173.33	54.19	277475.00
USC00115326.txt	1970	150.83	31.97	230612.00
USC00115515.txt	1970	191.36	64.71	195514.00
USC00115712.txt	1970	165.82	43.83	275512.00
USC00115768.txt	1970	168.64	51.02	282417.00
USC00115833.txt	1970	157.54	35.38	273308.00
USC00115901.txt	1970	155.57	22.02	289608.00
USC00115943.txt	1970	179.49	69.33	331255.00
USC00116446.txt	1970	185.99	69.99	355891.00
USC00116526.txt	1970	161.57	49.77	262291.00
USC00116558.txt	1970	189.54	73.72	331765.00
USC00116579.txt	1970	184.37	66.04	284250.00
USC00116610.txt	1970	170.28	62.43	318074.00
USC00116738.txt	1970	174.51	54.21	216683.00
USC00116910.txt	1970	160.19	52.10	275600.00
USC00117551.txt	1970	166.54	55.47	271403.00
USC00118147.txt	1970	191.56	71.66	275239.00
USC00118740.txt	1970	167.41	56.88	307676.00
USC00118916.txt	1970	154.83	42.65	245645.00
USC00119241.txt	1970	172.73	57.38	283411.00
USC00119354.txt	1970	178.88	68.15	286128.00
USC00120177.txt	1970	164.30	61.00	317759.00
USC00120200.txt	1970	143.23	33.65	292410.00
USC00120676.txt	1970	161.08	57.70	299119.00
USC00120784.txt	1970	175.41	67.20	360130.00
USC00121030.txt	1970	180.12	53.79	298936.00
USC00121229.txt	1970	158.37	39.50	175004.00
USC00121425.txt	1970	195.69	74.73	160103.00
USC00121747.txt	1970	176.32	64.07	334814.00
USC00121873.txt	1970	166.02	42.79	316204.00
USC00122149.txt	1970	171.55	57.18	246397.00
USC00123418.txt	1970	155.25	52.65	300382.00
USC00123513.txt	1970	167.01	54.59	320985.00
USC00123527.txt	1970	166.93	58.40	350841.00
USC00124008.txt	1970	156.97	46.28	144413.00
USC00124181.txt	1970	160.93	43.11	286183.00
USC00124837.txt	1970	148.37	56.01	320283.00
USC00125237.txt	1970	187.05	75.29	318065.00
USC00125337.txt	1970	158.68	49.08	313144.00
USC00126001.txt	1970	192.28	85.11	325058.00
USC00126580.txt	1970	178.75	56.08	349674.00
USC00126705.txt	1970	188.97	61.65	346771.00
USC00127125.txt	1970	190.41	78.34	366518.00
USC00127298.txt	1970	158.55	51.31	306245.00
USC00127482.txt	1970	154.74	48.55	305181.00
USC00127522.txt	1970	181.50	65.47	343501.00
USC00127646.txt	1970	166.50	55.42	339280.00
USC00127755.txt	1970	188.31	68.69	259400.00
USC00127875.txt	1970	186.06	65.86	263674.00
USC00127935.txt	1970	177.28	59.84	336862.00
USC00128036.txt	1970	181.81	56.61	355699.00
USC00129080.txt	1970	193.65	75.41	239344.00
USC00129113.txt	1970	186.69	67.70	354422.00
USC00129253.txt	1970	187.53	76.62	316199.00
USC00129511.txt	1970	161.39	43.33	161952.00
USC00129557.txt	1970	171.98	58.57	320073.00
USC00129670.txt	1970	156.00	44.50	291108.00
USC00130112.txt	1970	159.47	46.34	272794.00
USC00130133.txt	1970	134.30	24.27	241714.00
USC00130600.txt	1970	150.61	31.54	265755.00
USC00131402.txt	1970	140.67	25.66	261797.00
USC00131533.txt	1970	162.65	37.48	268705.00
USC00131635.txt	1970	157.48	49.68	261010.00
USC00132724.txt	1970	134.65	16.19	213456.00
USC00132789.txt	1970	167.20	53.02	284589.00
USC00132864.txt	1970	135.41	17.13	280752.00
USC00132977.txt	1970	135.59	25.10	234568.00
USC00132999.txt	1970	142.85	28.11	254235.00
USC00134063.txt	1970	158.95	40.35	262929.00
USC00134142.txt	1970	143.35	26.63	265648.00
USC00134735.txt	1970	150.40	26.12	206024.00
USC00134894.txt	1970	161.38	33.96	250161.00
USC00135769.txt	1970	158.17	39.35	251938.00
USC00135796.txt	1970	161.52	52.06	282148.00
USC00135952.txt	1970	134.25	25.42	278094.00
USC00137147.txt	1970	142.71	14.26	205412.00
USC00137161.txt	1970	145.89	28.75	238115.00
USC00137979.txt	1970	143.76	30.78	230068.00
USC00138296.txt	1970	145.84	30.50	259620.00
USC00138688.txt	1970	162.91	44.95	275971.00
USC00250070.txt	1970	161.59	24.60	162476.00
USC00250130.txt	1970	176.25	16.30	81776.00
USC00250375.txt	1970	169.67	39.59	226953.00
USC00250420.txt	1970	164.18	32.44	171112.00
USC00250435.txt	1970	178.50	53.26	239121.00
USC00250622.txt	1970	175.11	40.80	213107.00
USC00250640.txt	1970	204.60	32.75	179487.00
USC00251145.txt	1970	187.01	22.37	134139.00
USC00251200.txt	1970	161.98	15.29	170145.00
USC00252020.txt	1970	177.30	49.17	201174.00
USC00252100.txt	1970	184.28	21.90	138781.00
USC00252205.txt	1970	161.42	37.68	219495.00
USC00252820.txt	1970	178.98	43.63	240215.00
USC00252840.txt	1970	169.78	39.33	180404.00
USC00253035.txt	1970	180.00	35.75	35718.00
USC00253175.txt	1970	177.14	53.92	210474.00
USC00253185.txt	1970	173.11	34.96	208686.00
USC00253365.txt	1970	174.82	31.68	174492.00
USC00253615.txt	1970	145.76	-0.73	127185.00
USC00253630.txt	1970	159.74	33.31	208035.00
USC00253660.txt	1970	170.38	40.76	206849.00
USC00253715.txt	1970	171.71	3.38	98270.00
USC00253735.txt	1970	176.61	41.10	225102.00
USC00253910.txt	1970	169.62	36.32	200953.00
USC00254110.txt	1970	180.32	26.00	136620.00
USC00254440.txt	1970	171.76	6.68	123441.00
USC00254900.txt	1970	185.36	21.96	108246.00
USC00254985.txt	1970	166.51	24.21	175227.00
USC00255080.txt	1970	156.50	25.07	181374.00
