USC00255310.txt	1970	185.37	34.31	164608.00
USC00255470.txt	1970	160.92	16.03	111874.00
USC00255565.txt	1970	179.74	37.47	192319.00
USC00256040.txt	1970	169.08	32.89	158285.00
USC00256135.txt	1970	155.48	21.22	202824.00
USC00256570.txt	1970	181.38	51.17	214007.00
USC00256970.txt	1970	170.55	14.51	147342.00
USC00257070.txt	1970	179.90	28.90	192130.00
USC00257515.txt	1970	174.70	41.98	156739.00
USC00257715.txt	1970	174.30	47.17	210727.00
USC00258133.txt	1970	170.75	12.81	144601.00
USC00258395.txt	1970	176.64	39.60	233998.00
USC00258465.txt	1970	174.48	41.71	232082.00
USC00258480.txt	1970	163.67	38.41	218766.00
USC00258915.txt	1970	164.04	31.70	224612.00
USC00259090.txt	1970	166.54	46.47	218948.00
USC00259510.txt	1970	172.91	46.15	173812.00
USC00331072.txt	1970	152.21	43.20	288786.00
USC00331152.txt	1970	154.35	51.82	240339.00
USC00331541.txt	1970	149.23	40.36	292663.00
USC00331592.txt	1970	172.98	60.29	297054.00
USC00331890.txt	1970	165.89	51.00	282514.00
USC00332098.txt	1970	154.89	48.26	279017.00
USC00332119.txt	1970	164.18	51.14	148865.00
USC00332791.txt	1970	157.95	58.09	284561.00
USC00333375.txt	1970	160.57	46.94	297506.00
USC00333758.txt	1970	165.27	58.37	320898.00
USC00333780.txt	1970	144.74	40.87	324981.00
USC00334189.txt	1970	161.99	57.70	265476.00
USC00335041.txt	1970	172.25	48.67	291714.00
USC00335297.txt	1970	162.27	36.57	255980.00
USC00335315.txt	1970	165.06	39.84	257501.00
USC00336118.txt	1970	150.08	49.74	291800.00
USC00336196.txt	1970	151.78	45.08	234328.00
USC00336600.txt	1970	158.71	53.19	280266.00
USC00336781.txt	1970	187.44	63.64	308707.00
USC00338313.txt	1970	156.60	51.55	248074.00
USC00338534.txt	1970	161.62	50.50	266788.00
USC00338552.txt	1970	160.46	50.66	306927.00
USC00338769.txt	1970	158.28	32.84	308024.00
USC00338822.txt	1970	153.50	41.48	261767.00
USC00338830.txt	1970	184.45	52.28	295717.00
USC00339312.txt	1970	153.47	45.01	313563.00
